idHerba;nom_comu;noms_comuns_coneguts;nom_cientific;familia;descripcio_fulla;descripcio_tija;descripcio_flor;inflorescencia;arrels;rebrots;fruits;llavors;habitat;epoca_recollida;remeis;receptes;toxicitat;parts_utilitzades
159;Verbena;Berbena, Herba de la icterícia, herba berbereta;Verbena officinalis;Verbenàcies;Oposades, profundament dividides en lòbuls irregulars.;Erecta, de secció quadrada, molt rígida i ramificada a la part superior.;Molt petites, de color lila clar o blanquinoses.;Espigues terminals llargues i molt fines.;Arrel llenyosa.;Planta perenne que rebrota de la base cada primavera.;Càpsula que s obre en 4 núcules.;Petites.;Vores de camins, llocs habitats i horts.;Estiu.;Sedant, espasmolítica, digestiva, analgèsica, antiinflamatòria.;La infusió s usa per als nervis i per baixar inflamacions.;Segura, però s'ha d'evitar durant l'embaràs per la seva activitat uterotònica.;planta florida
160;Aloc;Gatillastre, herba de la llança;Vitex agnus-castus;Verbenàcies;Digitades (com una mà), amb 5-7 folíols lineals i blancs pel revers.;Arbust gran o arbret de branques flexibles i escorça grisa.;Petites, de color blau o lila, molt flairoses.;Espigues terminals llargues i denses.;Sistema radicular potent en rieres.;Arbust amb gran capacitat de rebrot de soca i creixement ràpid.;Drupa petita, globosa i negra (semblant al pebre).;Un pinyol dur.;Lleres de rieres i torrents de la falda del Montseny.;Estiu.;Antiestrogen, galactogen, sedant premenstrual, hipoprolactinemiant.;S usa per regular el cicle hormonal femení.;"Segura en ús extern; per via interna cal precaució per la seva influència hormonal.";fruit, summitat florida
161;Estramoni;Herba de l'ofec, pometes del dimoni;Datura stramonium;Solanàcies;Grans, ovals, amb el marge dentat de forma irregular i una olor desagradable.;Erecta, ramificada dicotòmicament, de color verd clar.;Grans (5-10 cm), blanques, en forma de trompeta o embut.;Solitàries a les bifurcacions de la tija.;Arrel axonomorfa blanca.;"Planta anual de creixement ràpid; no rebrota.";Càpsula ovoide coberta d'agullons (punxes) que s'obre en 4 valves.;Nombroses llavors negres i ronyonades.;Llocs nitròfils, horts abandonats i runams.;Estiu (fulla).;Parasimpaticolític, antiasmàtic, sedant, antiparkinsonià.;Antigament s'havia fumat per a l'asma (molt perillós).;MOLT TÒXICA. Pot causar al·lucinacions, deliri i mort.;fulla
162;Jusquiam negre;Herba de queixal, herba canera;Hyoscyamus niger;Solanàcies;Grans, ovals, profundament dentades i cobertes de pèls viscosos i enganxosos.;Robusta, erecta i molt peluda.;De color groc pàl·lid amb una xarxa de nervis de color porpra fosc.;Cimes unilaterals denses.;Arrel napiforme.;Planta anual o biennal que es reprodueix per llavor.;Càpsula (píxide) tancada pel calze persistent.;Petites i grises.;Marges de camins, prop de corrals i llocs rics en nitrogen.;Primavera i estiu.;Antiespasmòdic, antiasmàtic, sedant, antiparkinsonià.;S'usava per calmar el dolor de queixal (ús molt arriscat).;MOLT TÒXICA. Conté alcaloides (escopolamina, hiosciamina).;fulla, llavor
163;Dulcamara;Dolsamara, lligacama;Solanum dulcamara;Solanàcies;"Ovals, en forma de cor a la base; les superiors sovint tenen dos petits lòbuls laterals.";Llenyosa a la base, de tipus enfiladissa o sarmentosa.;Petites, amb 5 pètals liles corbats cap enrere i estams grocs al centre.;Cimes laxes i penjants.;Arrels ramificades.;Rebrota de la base llenyosa i de les tiges que toquen terra.;Baia ovoide, primer verda i després d'un vermell intens i brillant.;Llavors aplanades.;Vores de rierols, bardisses humides i zones ombrívoles.;Primavera (tija).;Diüreticouricosúrica, laxant, depurativa, antiartrítica, antidiabètica.;S'usa per a problemes de pell crònics i reumatismes.;Les baies són tòxiques (especialment per a infants).;tija
164;Escrofulària;Herba de les escròfules;Scrophularia nodosa;Escrofulàries;Ovals, en forma de cor a la base, amb el marge doblement dentat.;Erecta, de secció quadrada amb els angles marcats.;Petites, de color bru-purpuri, amb forma de casc.;Panícula terminal laxa.;Rizoma nudós, amb protuberàncies (tubercles).;Planta vivaç que rebrota d'un rizoma nodulós cada any.;Càpsula ovoide que s'obre en dues valves.;Petites.;Boscos humits, marges de rieres i llocs ombrívols.;Estiu.;Purgant, antiinflamatòria, hipoglucemiant, antihemorroïdal, vulnerària.;Ús tradicional per a inflamacions de ganglis i ferides.;"Pot afectar el cor (conté glucòsids cardiotònics); evitar en cas de taquicàrdia.";rizoma, fulla, summitat florida
165;Verònica;Herba dels leprosos, te d'Europa;Veronica officinalis;Escrofulàries;Ovals, amb el marge dentat i cobertes de pèls suaus.;Tiges prostrades que arrelen per terra, amb els extrems florals erectes.;Petites, de color blau pàl·lid o lila amb venes més fosques.;Raïms axil·lars erectes i densos.;Fines i ramificades.;Planta perenne que es manté verda i rebrota des de la base.;Càpsula en forma de cor (obcordiforme).;Petites i aplanades.;Pastures de muntanya mitjana i alta, boscos de pins.;Primavera i estiu.;Aperitiva, tònica, digestiva, balsàmica, antiasmàtica, astringent.;Molt usada antigament com a substitut del te.;"Sense toxicitat notable; considerada una planta molt segura.";planta sencera
166;Acant;Herba geganta, branca ursina;Acanthus mollis;Acantàcies;"Molt grans (fins a 50 cm), profundament dividides i lluents; elegants.";Escap floral robust i dret que surt del centre de la roseta.;Blanques amb bràctees espinoses de color porpra.;Espiga terminal llarga i densa.;Arrels carnoses i profundes.;Rebrota amb gran vigor des de les seves arrels carnoses i profundes.;Càpsula ovoide.;Llavors grans i negres.;Llocs humits i ombrívols, prop de parets de masies.;Primavera.;Astringent, antidiarreic, colerètic, expectorant, vulnerari.;Les fulles en cataplasma serveixen per a les cremades.;"Segura en ús tòpic; conté mucílags que protegeixen la pell.";fulla
167;Foixarda;Lluqueta, herba negra;Globularia alypum;Globulariàcies;"Petites, lanceolades, coriàcies i persistents; d'un verd grisenc.";Arbust petit, llenyós i molt ramificat.;De color blau intens, agrupades en caps rodons.;Capítols terminals globosos.;Arrel llenyosa i profunda.;Rebrota de la base llenyosa formant una mata compacta.;Aqueni menut dins del calze.;Una llavor.;Llocs secs, assolellats i sòls calcaris (falda del Montseny).;Tot l'any (fulla).;Purgant, estimulant del SNC, antiinflamatòria, hipotensora.;Infusió per baixar el sucre i com a purgant fort.;En dosis altes pot ser tòxica.;fulla
168;Herba prima;Asperilla;Asperula cynanchica;Rubiàcies;Linears, molt estretes, disposades en verticils de 4.;Tiges fines, prostrades o ascendents, ramificades.;Petites, en forma d'embut, de color blanc o rosa pàl·lid.;Cimes terminals.;Arrel ramificada.;Planta anual o biennal que es dispersa fàcilment mitjançant llavors.;Fruit granulat, dividit en dos.;Petites.;Pastures seques i llocs pedregosos assolellats.;Estiu.;Diürètica, antisèptica urinària, hipotensora, espasmolítica.;S'havia usat per a inflamacions de gola (angines).;Sense toxicitat notable en l'ús popular documentat.;parts aèries
169;Espunyidella groga;Herba formatgera, espunyidella vera;Galium verum;Rubiàcies;Molt estretes (linears), d'un verd fosc, en verticils de 8-12.;Erecta, de secció quadrada, poc ramificada.;Grogues, petites, amb olor de mel, agrupades en rams densos.;Panícula terminal gran i densa.;Rizoma reptant.;Planta vivaç que rebrota cada any d'un rizoma prim.;Fruit petit i llis.;Dues llavors.;Prats de muntanya i marges de camins assolellats.;Estiu.;Aperitiva, espasmolítica, diürètica, depurativa, vulnerària.;S'usava per a quallar la llet per fer formatge.;"Segura; conté un enzim que s'utilitzava antigament per a quallar la llet.";summitat florida
170;Évol;Saüc pudent, saüquer;Sambucus ebulus;Caprifoliàcies;Compostes (5-11 folíols), lanceolades i amb olor fètida (pudenta).;Herba perenne (no és un arbre), erecta i robusta (fins a 1,5 m).;Blanques o rosades, amb les anteres de color porpra fosc.;Corimbe terminal pla.;Rizoma reptant molt estès.;Rebrota cada any amb força a partir d'un rizoma reptant.;Baia negra i globosa.;3 pinyols.;Vores de camins humits i llocs rics en nitrogen.;Estiu (flor) i tardor (fruit).;Diürètic, diaforètic, anticatarral, laxant, emètic.;Ús molt similar al saüc però més dràstic i perillós.;Molt més tòxic que el saüc (Sambucus nigra).;flor, arrel, escorça, fulla, fruit
171;Valeriana;Herba de gat;Valeriana officinalis;Valerianàcies;"Compostes, amb els folíols dentats; les fulles basals són més grans.";Erecta, buida i estriada, pot arribar a 1,5 m.;Petites, de color rosa pàl·lid o blanques.;Cimes corimbiformes terminals.;Rizoma curt i gruixut amb moltes arrels cilíndriques de forta olor.;Planta vivaç que rebrota d'un rizoma curt i gruixut.;Aqueni petit amb un plomall de pèls.;Una llavor.;Llocs humits, fagedes i herbeis vora les rieres de muntanya.;Tardor (arrel).;Equilibrant del sistema nerviós, espasmolític, sedant, hipnòtica.;L'arrel s'ha de collir de plantes de 2 anys per a més potència.;No mesclar amb alcohol ni barbitúrics.;arrel, rizoma
172;Vídues bordes;Escabiosa arvense;Knautia arvensis;Dipsacàcies;"Fulles basals en roseta, oblongues; les de la tija són dividides en segments estrets.";Erecta, simple o poc ramificada, coberta de pèls rígids.;Flors de color lila o rosat, les exteriors més grans que les interiors.;Capítol globós aplanat.;Arrel axonomorfa gruixuda.;Planta biennal o perenne que rebrota de la base.;Aqueni pelut.;Petites.;Prats de pastura, marges de camins i horts.;Estiu.;Depurativa, laxant, antipruriginosa, balsàmica, expectorant, aperitiva.;Infusió de la planta per netejar la sang i per a malalties de la pell.;Sense toxicitat notable documentada en l'ús popular.;fulla, summitat florida
173;Carabassina;Naps del diable, blet blanc;Bryonia dioica;Cucurbitàcies;Palmatilobades (amb 5 lòbuls), aspres i amb pèls que punxen.;Tiges trepadores, molt llargues, que s enfilen amb circells enrotllats en espiral.;"Dioica: flors masculines en raïms; femenines més petites i agrupades, de color verd-groc.";Raïms axil·lars.;Arrel napiforme enorme, blanca i carnosa (semblant a un nap gegant).;Rebrota cada any d'una arrel napiforme molt gran.;Baia globosa, primer verda i després d un vermell viu.;Llavors aplanades i tacades.;Bardisses, marges de boscos i tanques.;Primavera i tardor (arrel).;Purgant dràstica, emètica, antitumoral, rubefaent.;S usava externament per al reuma (cataplasma d arrel).;MOLT TÒXICA. La ingestió de les baies o l arrel pot ser mortal.;arrel
174;Milfulles;Herba de tallers, camamilla de muntanya;Achillea millefolium;Asteràcies;Molt dividides en segments linears finíssims (com si fossin mil fulles).;"Erecta, gairebé cilíndrica o lleument estriada, rígida, llanosa i poc ramificada; neix d'un rizoma reptant subterrani.";Petites, blanques o rosades, agrupades en capítols que semblen una sola flor.;Corimbe de capítols (pla a la part superior).;Rizoma reptant horitzontal.;Gran capacitat de rebrotar i estendre's mitjançant rizomes horitzontals.;Aqueni aplanat sense vil·là.;Petites.;Prats de muntanya, marges i pastures.;Estiu (floració).;Tònica, antiespasmòdica, hemostàtica, cicatritzant, antihemorroïdal.;"Molt usada per aturar hemorràgies (d aquí el seu nom ""herba de tallers"").";Segura, però pot causar fotosensibilitat o dermatitis de contacte en persones al·lèrgiques.;summitat florida
175;Donzell;Absenta, herba santa;Artemisia absinthium;Asteràcies;Molt dividides, de color verd grisenc a l anvers i blanques-sedoses al revers.;Erecta, llenyosa a la base, tota la planta és de color platejat i molt aromàtica.;Grogues, molt petites i globoses, penjants.;Panícula terminal densa.;Arrel llenyosa i ramificada.;Planta perenne amb base llenyosa que rebrota cada temporada.;Aqueni sense vil·là.;Molt menudes.;Llocs secs, pedregosos, prop de masies de muntanya.;Estiu.;Aperitiu, antihelmíntic, emenagog, colerètic, carminatiu.;"Base de la beguda absenta; infusió molt amarga per obrir la gana.";TÒXICA en dosis altes o ús continuat (absintisme).;fulla, summitat florida
176;Margaridoia;Margarideta, bellis;Bellis perennis;Asteràcies;Ovals o espatulades, totes en una roseta basal arran de terra.;Escap floral sense fulles, cobert de pèls.;Capítol amb el centre groc i lígules (pètals) blanques, sovint rosades per sota.;Capítol solitari terminal.;Arrel petita i fibrosa.;Planta perenne que rebrota constantment de la base en forma de roseta.;Aqueni sense vil·là.;Minúscules.;Prats trepitjats i gespes humides.;Primavera.;Antitussígena, expectorant, sudorífera, diürètica, vulnerària.;Infusió de flors per a la tos i cops externs.;"Sense toxicitat notable; les flors i fulles joves són comestibles.";parts aèries
177;Llevamà;Calèndula silvestre, goigs;Calendula arvensis;Asteràcies;Lanceolades o espatulades, una mica carnoses i vellutades.;Erecta o prostrada, molt ramificada.;Capítols de color taronja o groc intens.;Capítol solitari.;Arrel axonomorfa.;Planta anual que es ressembra sola amb molta facilitat.;Aqueni corbat, amb pues a l esquena (molt característic).;Petites.;Camps de conreu, horts i oliverars.;Tot l any (especialment primavera).;Emenagoga, vulnerària, antihemorroïdal, antiinflamatòria.;L oli de calèndula és el millor remei per a la pell irritada.;"Molt segura per a ús tòpic i intern; evitar en cas d'al·lèrgia a les compostes.";capítol floral
178;Card marià;Card de llet, card de la taca blanca;Silybum marianum;Asteràcies;"Molt grans, amb taques blanques (com de llet) sobre el verd; marges molt espinosos.";Erecta, robusta i ramificada.;Grans capítols de color porpra amb bràctees acabades en una espiga llarga.;Capítol solitari gran.;Arrel axonomorfa potent.;Planta anual o biennal que es reprodueix per llavor.;Aqueni negre i brillant amb un plomall de pèls blancs.;Llavors riques en silimarina.;Vores de camins, runams i llocs molt assolellats.;Estiu.;Hepatoprotector, colagog, digestiu, hemostàtic, venotònic.;Remei principal per a la regeneració del fetge.;"Molt segura; és una de les millors plantes per a la protecció del fetge.";aqueni
179;All;All de cuina;Allium sativum;Liliàcies;Planes i linears, amb la base que forma una beina al voltant de la tija.;Tija florida erecta i cilíndrica.;Blanques o rosades, sovint substituïdes per bulbets.;Umbel·la globosa protegida per una bràctea llarga.;Bulb compost (cap d all) format per diverses dents.;Rebrota a partir dels bulbs subterranis (grans d'all).;Càpsula petita (rarament en fa).;Negres.;Cultivat.;Estiu.;Diürètic, bactericida, hipotensor, vermífug, vasodilatador.;L antibiòtic natural més potent de la nostra flora.;"Segura en ús alimentari; en dosis medicinals altes pot interferir amb anticoagulants.";bulb
180;Galzeran;Cirerer de pastorets, rusc;Ruscus aculeatus;Liliàcies;Inexistents (reduïdes a escates). El que semblen fulles són tiges aplanades (cladodis) acabades en punxa.;"Erecta, molt rígida, estriada longitudinalment, flexible però dura, de color verd fosc; creix formant petits arbusts a sotabosc.";Molt petites, verdoses, situades al centre dels cladodis.;"Solitàries al centre de la ""fulla"".";Rizoma gruixut i reptant.;Rebrota cada any a partir d'un rizoma reptant i dur.;Baia globosa de color vermell viu, molt vistosa.;1-2 llavors.;Alzinars i boscos ombrívols del Montseny.;Tardor i hivern.;Venotònica, antihemorroïdal, diürètica, antiedematosa.;Les tiges tendres es mengen com espàrrecs (molt diürètics).;ALTA EN ELS FRUITS. Les baies roges arrodonides de la tardor són altament tòxiques via interna, provocant vòmits i alteracions cardíaques.;arrel, rizoma
181;Arítjol;Arítjol comú;Smilax aspera;Liliàcies;En forma de cor o sageta, coriàcies i amb espines al marge i al nervi central.;Liana enfiladissa, plena d espines, que forma tanques impenetrables.;Petites, blanques i flairoses (olor de vainilla).;Raïms axil·lars.;Rizoma llarg i ramificat.;Gran capacitat de rebrot de soca i a través d'arrels reptants molt llargues.;Baia globosa, vermella, que penja en raïms.;1-3 llavors.;Boscos mediterranis i bardisses.;Tardor (floració).;Diürètica, sudorífera, laxant, depurativa.;L arrel s usava per fer el refresc de sarzaparrilla.;"Segura en dosis normals; l'arrel té un efecte diürètic i depuratiu.";arrel
182;Civada;Avena;Avena sativa;Poàcies;Linears, planes i aspres.;Canya erecta, buida i amb nusos marcats.;Espiguetes penjants amb dues flors.;Panícula laxa.;Fasciculada.;"Planta anual; no rebrota un cop collida o seca.";Cariopsi (gra) protegit per les glumes.;El gra.;Cultivada i escapada en marges.;Estiu.;Remineralitzant, tònica, diürètica, sedant, laxant.;L aigua de civada s usa per a les irritacions de la pell.;"Sense toxicitat; molt nutritiva i segura per a la pell.";llavor, fulla
183;Gram;Gram comú;Cynodon dactylon;Poàcies;Curtes, linears i acabades en punta.;Tiges reptants i estoloníferes que arrelen a cada nus.;Espigues digitades (com els dits de la mà) al capdamunt de la tija.;Espiga digitada.;Rizoma llarg, blanc i molt ramificat.;Invasiva gràcies als estolons.;Cariopsi menuda.;Petites.;Camps trepitjats, horts i jardins.;Tot l any (rizoma).;Diürètic, hepatoprotector, depuratiu, antigotós.;La decocció de l arrel de gram és el diürètic clàssic.;"Sense toxicitat; és una de les plantes diürètiques més segures de la flora mediterrània.";rizoma
184;Blat de moro;Panís, blat d'Índia;Zea mays;Poàcies;Molt grans, embeinadores i amples.;Canya robusta i plena de medul·la dolça.;"Masculines en panícula terminal; femenines en espiga axil·lar (panotxa).";Panotxa (femenina).;Sistema radicular potent amb arrels de suport.;"Planta anual de creixement ràpid; no rebrota.";Cariopsi gran i groc.;El gra.;Cultivat.;Estiu.;Diürètic (estils), hipoglucemiant, hipotensor, nutritiu.;"Els ""cabells de panís"" (estils) són un diürètic excel·lent.";"Sense toxicitat; els estigmes (barbes) són un diürètic molt segur.";estil, llavor
185;Carabassa;Carabassera, carbassa de rabequet;Cucurbita pepo var. maxima;Cucurbitàcies;Molt grans, de forma arrodonida o ronyonada, amb el marge dentat i cobertes de pèls aspres.;Tiges reptants molt llargues (poden fer diversos metres), buides i amb circells ramificats per enpilar-se.;Grans, en forma de campana, de color groc o taronja viu.;Solitàries i axil·lars.;Arrel axonomorfa molt ramificada i profunda.;Planta anual rastrera de creixement molt vigorós durant l'estiu.;Pepònida (fruita) de mida molt gran, pell dura i polpa carnosa de color taronja.;Nombroses, ovals, aplanades i de color blanc-groguenc (pipes).;Conreada en horts i camps de regadiu.;Final d'estiu i tardor.;Ascaricida, oxiuricida, diürètica, sedant, emol·lient.;Les pipes de carabassa seques i pelades es mengen en dejú per eliminar paràsits.;"Sense toxicitat; les llavors s'usen contra els paràsits intestinals.";llavor
186;Pota de gat;Antenària;Antennaria dioica;Asteràcies;Fulles de la roseta espatulades i blanques-tomentoses (amb pèls) al revers.;Tiges estoloníferes (reptants) i tiges florals erectes i blanquinoses.;Capítols petits, els masculins blancs i els femenins rosats, d'aspecte pelut.;Corimbe de capítols.;Arrel petita amb estolons.;Planta perenne que rebrota de la base cada any.;Aqueni amb vil·là.;Petites.;Pastures alpines i prats secs de muntanya.;Primavera i estiu.;Antitussígena, demulcent, colagoga, diürètica.;Infusió per a la tos i per facilitar l'expulsió de la bilis.;Sense toxicitat notable documentada.;capítol floral
187;Carlina;Card de Sant Pelegrí, carlina blanca;Carlina acaulis;Asteràcies;Grans, profundament dividides i molt espinoses, disposades en una roseta arran de terra.;"Gairebé inexistent (acaul significa ""sense tija""); el capítol surt del centre de la roseta.";Gran capítol solitari amb bràctees platejades que semblen pètals.;Capítol solitari.;Arrel napiforme, gruixuda i molt llarga.;Planta perenne que rebrota d'una arrel gruixuda i profunda.;Aqueni amb vil·là plumós.;Petites.;Prats de muntanya i pastures pedregoses.;Tardor (arrel).;Antiedematosa, antibiòtica, diürètica, colagoga, antigripal.;L'arrel bullida amb vi s'usava com a tònic i contra la grip.;"Sense toxicitat en dosis normals; l'arrel en excés pot ser laxant.";arrel
188;Bracera;Centàurea aspre, herba de la prunella;Centaurea aspera;Asteràcies;"Les inferiors dividides; les superiors linears o lanceolades, aspres al tacte.";Tiges estriades, molt ramificades i prostrades o ascendents.;Capítols rosats o purpris amb bràctees que tenen 3-5 espinetes grogues.;Capítols terminals.;Arrel llenyosa.;Planta perenne que rebrota de la base llenyosa.;Aqueni amb vil·là curt.;Marrons.;Vores de camins, horts i camps secs.;Estiu.;Tònica, aperitiva, eupèptica, hipoglucemiant, antireumàtica.;Infusió per baixar el sucre a la sang (molt usada a Catalunya).;Sense toxicitat notable documentada.;planta florida
189;Obriülls;Oll de bou, centàurea calcitrapa;Centaurea calcitrapa;Asteràcies;Molt dividides en segments linears.;Molt ramificada, formant una mata densa i espinosa.;Capítols rosats envoltats de bràctees amb una espina final molt llarga i forta.;Capítols solitaris.;Arrel axonomorfa.;Planta anual o biennal que rebrota si les condicions són favorables.;Aqueni sense vil·là.;Marrons.;Llocs trepitjats, camins i ambients nitròfils.;Estiu.;Aperitiu, digestiu, colerètic, antipirètic, hipoglucemiant.;S'ha d'anar amb compte de no punxar-se en collir-la.;No es considera tòxica, però les espines del capítol poden ser molestes.;summitat aèria
190;Blauet;Cian, herba de la vista;Centaurea cyanus;Asteràcies;Estretes, lanceolades i de color verd grisenc.;Erecta, prima i una mica llanosa.;Capítols d'un blau intens molt característic.;Capítols terminals.;Arrel fina.;Planta anual que es propaga exclusivament per llavors.;Aqueni amb vil·là de pèls rogencs.;Petites.;Camps de cereals (cada cop més rara per l'ús d'herbicides).;Estiu.;Aperitiu, diürètic, antibiòtic, antiinflamatori, antisèptic ocular.;L'aigua de blauet (infusió filtrada) és el remei clàssic per a la conjuntivitis.;"Sense toxicitat notable; les flors són comestibles i molt usades en cosmètica ocular.";capítol floral
191;Herba col;Card de formatge, carxofera silvestre;Cynara cardunculus;Asteràcies;Molt grans, dividides, de color verd grisenc i molt espinoses.;Erecta, robusta i estriada.;Capítols grans, globosos, amb flors de color blau o lila i bràctees espinoses.;Capítols terminals.;Arrel napiforme i potent.;Planta perenne que rebrota cada any de la seva base.;Aqueni gran amb vil·là plumós.;Grisenques.;Terrenys secs, erms i marges de camins.;Primavera.;Aperitiva, colerètica, hepatoprotectora, diürètica.;Les flors s'usen per quallar la llet en la fabricació de formatges.;Sense toxicitat notable documentada.;fulla
192;Canabassa;Eupatori, herba de sant Cunibert;Eupatorium cannabinum;Asteràcies;Compostes amb 3-5 folíols lanceolats i dentats (recorden a les del cànem).;Erecta, sovint vermellosa i ramificada a la part superior.;Molts capítols petits de color rosa pàl·lid o blanquinós.;Corimbe de capítols terminal.;Rizoma curt del qual surten moltes arrels.;Rebrota cada primavera a partir d'un rizoma curt i fibrós.;Aqueni amb vil·là de pèls blancs.;Negres.;Vores de rieres, aiguamolls i llocs molt humits.;Estiu.;Aperitiva, antigripal, colagoga, laxant, tònica, depurativa.;Molt útil en estats febrils i grips.;"Conté alcaloides pirrolizidínics; cal evitar un consum prolongat per risc de toxicitat hepàtica.";summitat florida, fulla, arrel
193;Pelosella;Pilosella, orella de ratolí;Hieracium pilosella;Asteràcies;Totes en roseta basal, oblongues i cobertes de pèls blancs llargs.;Escap floral sense fulles i tiges reptants (estolons) molt peludes.;Capítol solitari de color groc llimona, sovint amb ratlles vermelles per sota.;Capítol solitari.;Arrel amb estolons llargs.;Es propaga ràpidament mitjançant estolons (tiges rastreres) que creen noves rosetes.;Aqueni amb vil·là simple.;Petites.;Pastures seques, brolles i llocs assolellats.;Primavera i estiu.;Diürètica, hipotensora, colerètica, hipolipemiant, antibiòtica.;S'usa per eliminar líquids i baixar el colesterol.;"Sense toxicitat; considerada una planta molt segura.";parts aèries
194;Herba de l'ala;Ènula, heleni;Inula helenium;Asteràcies;Enormes (fins a 50 cm), ovals, dentades i vellutades pel revers.;Erecta, molt robusta, pot superar el metre d'alçada.;Grans capítols grocs amb lígules (pètals) molt fines i llargues.;Capítols terminals.;Rizoma gruixut, carnós i molt aromàtic.;Planta vivaç que rebrota d'un rizoma gruixut i molt aromàtic.;Aqueni amb vil·là.;Marrons.;Llocs humits i ombrívols (rara al Montseny, més freqüent en horts).;Tardor (arrel).;Diürètica, antiespasmòdica, expectorant, antisèptica, vulnerària.;L'arrel té una olor que recorda la violeta i s'usa per a la bronquitis.;"L'oli essencial pot ser irritant; no s'ha d'abusar de l'arrel en dosis molt altes.";arrel, rizoma
195;Te de roca;Te d Aragó;Jasonia saxatilis;Asteràcies;Petites, lanceolades i enganxoses (viscoses), amb olor de camamilla.;Mata petita que creix a les escletxes de les roques.;Capítols grocs, petits.;Cimes terminals.;Arrel llenyosa que penetra a la pedra.;Mata petita que rebrota de la base llenyosa entre les clivelles de les roques.;Aqueni amb vil·là.;Marrons.;Parets de roca calcària assolellades.;Estiu.;Aperitiu, espasmolític, digestiu, anticatarral, antidiarreic.;El digestiu per excel·lència de la muntanya catalana.;"Sense toxicitat notable; és una de les infusions digestives més tradicionals.";parts aèries
196;Espernallac;Camamilla groga, santolina;Santolina chamaecyparissus;Asteràcies;Molt petites, dividides, de color gris plata i molt aromàtiques.;Mata llenyosa, densa i arrodonida.;Capítols globosos de color groc viu, sense lígules (pètals).;Capítols solitaris sobre peduncles llargs.;Arrel llenyosa.;"Gran capacitat de rebrot de la base llenyosa; suporta molt bé la poda.";Aqueni sense vil·là.;Menudes.;Llocs secs, pedregosos i assolellats.;Estiu.;Aperitiu, digestiu, carminatiu, antihelmíntic, emenagog.;S'usa per eliminar cucs intestinals i per a digestions pesades.;Segura, tot i que l'oli essencial pot provocar reaccions en pells molt sensibles.;capítol floral
197;Herba de sant Jaume;Xeneci;Senecio jacobaea;Asteràcies;Profundament dividides en lòbuls irregulars, verd fosc.;Erecta, estriada i ramificada a dalt.;Capítols grocs amb lígules ben visibles, en rams densos.;Corimbe terminal.;Rizoma curt.;Planta perenne molt resistent que rebrota de la base.;Aqueni amb vil·là.;Petites.;Prats humits i vores de camins de muntanya.;Estiu (per Sant Jaume).;Venotònic, emenagog, antidismenorreic.;S'havia usat per regular la regla, però cal prudència.;TÒXICA pel fetge en ús continuat.;planta sencera
198;Vara d'olor;Solidago, herba pagana;Solidago virgaurea;Asteràcies;"Lanceolades o ovals; les de la tija són més estretes i sense pecíol.";Erecta, simple o ramificada només a la inflorescència.;Capítols grocs petits agrupats en una vara llarga.;Raïm de capítols terminal.;Rizoma curt.;Rebrota cada any d'un rizoma horitzontal i curt.;Aqueni amb vil·là.;Marrons.;Clarianes de bosc, brolles i llocs frescals.;Estiu.;Diürètica, venotònica, sedant, antigotosa, vulnerària.;Molt bona per a les vies urinàries i per a la circulació.;"Molt segura; cal precaució només en cas d'insuficiència renal o cardíaca greu.";fulla, summitat florida
199;Lletsó oleraci;Lletsó fi;Sonchus oleraceus;Asteràcies;"Dividides en lòbuls, amb la base que abraça la tija amb dues ""orelleres"".";Erecta, buida i amb làtex blanc al seu interior.;Capítols grocs que es tanquen a la tarda.;Cima umbel·liforme.;Arrel axonomorfa blanca.;Planta anual que creix ràpidament i es reprodueix per llavor.;Aqueni aplanat amb vil·là blanc molt fi.;Llavors petites.;Horts, jardins i camps.;Tot l'any.;Diürètic, antipirètic, galactogog, analgèsic, refrescant.;Les fulles tendres són comestibles en amanida.;"Segura i comestible; el làtex blanc pot ser lleugerament irritant per a alguns.";summitat aèria, làtex
200;Tanacet;Herba de Santa Maria;Tanacetum parthenium;Asteràcies;Dividides, de color verd groguenc i olor forta.;Erecta, ramificada i de secció circular.;Capítols que semblen margarides (centre groc i lígules blanques curtes).;Corimbe de capítols.;Arrel ramificada.;Rebrota amb molta vigorositat d'un rizoma ramificat i llenyós.;Aqueni sense vil·là.;Menudes.;Vores de camins i prop de masies.;Estiu.;Aperitiu, espasmolític, emenagog, prevenció de la migranya.;Remei modern molt avalat per a les migranyes cròniques.;TÒXICA en dosis altes (conté tuiona). Pot ser abortiva i causar vòmits.;part aèria
201;Tanarida;Herba de Sant Joan;Tanacetum vulgare;Asteràcies;Molt dividides (com una falguera), d'un verd fosc.;Erecta, robusta, fins a 1 metre d'alçada.;Capítols grocs en forma de botó, sense lígules blanques.;Corimbe terminal dens.;Rizoma reptant.;Planta perenne que rebrota de la base cada temporada.;Aqueni amb una corona petita.;Petites.;Vores de rius i llocs humits.;Estiu.;Antihelmíntica, emenagoga, espasmolítica.;S'usava per expulsar paràsits, però és perillosa.;TÒXICA: Conté tuiona. No usar durant l'embaràs.;summitat florida
